ID,UNIDADE,CONVENIADA,MUNICIPIO,PROGRAMA,AÇÃO,OBJETO,NUMERO,INI,FIM,VL.CONVENIO,VL.CONTRAPARTE;
74,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,INSTITUTO DOS CEGOS DO ESTADO DE MATO GROSSO,CUIABÁ,Repasse de Recursos Financeiros para Pagamento de Despesas com Pessoal Habilitado a Desenvolver Programas de Educação Especial.,398,2220,0098-2017,04/07/2017,31/12/2018,390000,0;
75,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE ALTO BOA VISTA,ALTO BOA VISTA,Apoio à realização dos Jogos Escolares da Juventude - JEJ 2017 no período de 16 a 21 de Maio de 2017 no município de Alto Boa Vista MT.,398,2218,0282-2017,15/05/2017,30/12/2017,45000,2697;
76,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE ARAPUTANGA,ARAPUTANGA,Reforma Predial Parcial da Escola Estadual Tancredo Neves na Comunidade Farinópolis (Forro Rede Elétrica Existente e Pintura).,398,2217,1134-2017,13/11/2017,17/06/2018,100000,2086;
77,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE ARIPUANÃ,ARIPUANÃ,Construção de Muro na Escola Municipal José Ary da Costa,398,2217,0803-2016,30/06/2016,05/02/2019,100000,3602;
78,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE BOM JESUS DO ARAGUAIA,BOM JESUS DO ARAGUAIA,Construção de unidade Escolar indígena com 02 salas de aula na Aldeia Marãiwatsédé.,340,4371,173/2015,29/12/2015,29/03/2018,216296,4211;
79,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE BOM JESUS DO ARAGUAIA,BOM JESUS DO ARAGUAIA,Construção de quadra poliesportiva coberta com arquibancada de 2 degraus nas duas laterais. Dimensão da quadra 24x32m.,398,2217,0685-2016,10/05/2016,30/07/2018,449714,20711;
80,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE CÁCERES,CÁCERES,Construção de Escola Padrão SEDUC/MT constituída de:  16 salas de aula sala de articulação biblioteca e laboratórios de física informática e química. Espaços Administrativos  diretoria secretaria coordenadoria sala de professores arquivo copa e sanitários. Refeitório    Cozinha com área de higienização cocção depósito de alimentos depósito de utensílios sanitários e serviços. Quadra Poliesportiva com vestiários feminino e masculino incluindo PCD F/M. instalações elétricas de baixa tensão posto de transformação SPDA  instalações hidrossanitárias e instalações combate a incêndio e pânico  observando as normas vigentes de acessibilidade e segurança na EE VILA REAL  Localizada no município de Cáceres /MT.,398,2217,1345-2016,29/12/2016,29/12/2017,5000000,102040;
81,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE CÁCERES,CÁCERES,Construção de Escola Padrão SEDUC/MT constituída de:  16 salas de aula sala de articulação biblioteca e laboratórios de física informática e química. Espaços Administrativos  diretoria secretaria coordenadoria sala de professores arquivo copa e sanitários. Refeitório    Cozinha com área de higienização cocção depósito de alimentos depósito de utensílios sanitários e serviços. Quadra Poliesportiva com vestiários feminino e masculino incluindo PCD F/M. instalações elétricas de baixa tensão posto de transformação SPDA  instalações hidrossanitárias e instalações combate a incêndio e pânico  observando as normas vigentes de acessibilidade e segurança na EE RESIDENCIAL DOM MÁXIMO  Localizada no Bairro Vila Irene - município de Cáceres /MT.,398,2217,1346-2016,29/12/2016,29/12/2017,5000000,102040;
82,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE CÁCERES,CÁCERES,Construção de Escola Estadual com 18 salas de aula bloco esportivo bloco administrativo bloco multiuso e refeitório localizada no Residencial Jardim Universitário  município de Cáceres /MT.,398,2217,1347-2016,29/12/2016,01/04/2018,1,204081;
83,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE CAMPO VERDE,CAMPO VERDE,Construção de uma Escola Padrão SEDUC/MT constituída de: 16 salas de aula sala de articulação biblioteca e laboratório de física informática e química. Espaço Administrativo diretoria secretaria coordenadoria sala de professores arquivo copa e sanitários. Refeitório Cozinha com área de higienização cocção deposito de alimentos deposito de utensílios sanitários e serviços. Quadra Poliesportiva com vestiário feminino e masculino incluindo PCD F/M. instalações elétricas de baixa tensão posto de transformação SPDA instalações hidrossanitárias e instalações combatem a incêndio e pânico observando as normas vigentes de acessibilidade e segurança. localizada no bairro Jardim America município de Campo Verde.,398,2217,1377-2016,29/12/2016,31/01/2018,5845391,557008;
84,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE CANARANA,CANARANA,AQUISIÇÃO DE VEÍCULO ESCOLAR AUTOMOTIVO NOVO ZERO KM TIPO VAN/MINIBUS ANO/MODELO MÍNIMO 2017/2018 PARA CANARANA  MT.,398,2231,1581-2017,07/11/2017,30/10/2018,125000,56966;
85,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE CLÁUDIA,CLÁUDIA,Aquisição de Dois Laboratórios de Informática para Atender as Unidades Escolares dos Assentamentos do Município de Cláudia/MT,398,2228,1108-2017,05/09/2017,31/12/2018,50000,1000;
86,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE COLÍDER,COLIDER,REALIZAÇÃO DOS JOGOS ESCOLARES DA JUVENTUDE DE 18 A 22 DE AGOSTO DE 2017 NO MUNICÍPIO DE COLIDER-MT,398,2218,1028-2017,07/08/2017,29/11/2017,40000,11002;
87,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE COLNIZA,COLNIZA,AMPLIAÇÃO E READEQUAÇÃO DA ESCOLA VALMIR NEWMANN NO DISTRITO DO GUARIBA COLNIZA/MT,398,2217,0292-2016,30/06/2016,26/01/2018,100000,111282;
88,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE CONQUISTA D´OESTE,CONQUISTA D´OESTE,AQUISIÇÃO DE EQUIPAMENTOS PARA ESCOLA MUNICIPAL LINDA WAGNER GUSE,398,2228,1109-2017,13/09/2017,01/03/2018,61253,2089;
89,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE COTRIGUAÇU,COTRIGUAÇU,Ampliação de Salas de Aulas na Escola Municipal Aparecido Nery da Fonseca.,398,2217,0413-2016,01/07/2016,31/12/2017,100000,3848;
90,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE CUIABÁ,CUIABÁ,Promover em parceria Estado e Município a regularização fundiária das escolas públicas municipais e estaduais de Cuiabá ainda irregulares mediante levantamento planialtimétrico das áreas escrituraçãoregistro e averbação dos imóveis.,36,2007,117/2015,16/12/2015,01/12/2017,194880,0;
91,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE FELIZ NATAL,FELIZ NATAL,AQUISIÇÃO DE AR CONDICIONADOS PARA CLIMATIZAÇÃO DAS ESCOLAS MUNICIPAIS,398,2217,0766-2017,26/10/2017,16/05/2018,150000,4700;
92,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE GENERAL CARNEIRO,GENERAL CARNEIRO,Aquisição de Equipamentos Escolares para atender o Município de General Carneiro - MT.,398,2228,0527-2017,01/11/2017,01/11/2018,50000,1110;
94,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE ITANHANGÁ,ITANHANGÁ,Construção de Quadra Coberta Poliesportiva da Escola Municipal Cecília Meireles no distrito de Monte Alto.,398,2217,0124-2017,14/11/2017,31/12/2018,150000,40707;
95,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE ITAÚBA,ITAÚBA,Aquisição de Instrumentos de Fanfarra e Banda Musical.,398,2218,1485-2017,09/11/2017,31/07/2018,97000,7984;
96,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE JACIARA,JACIARA,Reforma e Readequação da antiga Escola Santo Antônio para implantação de Creche Municipal.,398,2217,0267-2017,26/10/2017,30/11/2018,140000,10000;
97,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE JAURU,JAURU,Aquisição de equipamentos para atender as demandas do município de Jauru/MT destinado por Emenda Parlamentar nº 340 de autoria do Deputado Estadual Wancley Charles Rodrigues de Carvalho.,398,2228,0626-2017,28/09/2017,12/12/2017,17000,2428;
98,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE LUCAS DO RIO VERDE,LUCAS DO RIO VERDE,Construção de Unidade Escolar com 14 Salas de aula secretaria diretoria sala de coordenação sala de recurso e on line laboratório de informática e de ciências biblioteca sala de professores sala de apoio deposito elevador sanitários masc e fem com PNE no pavimento térreo e pavimento superior refeitorio cozinha com area de serviço area de triagem deposito e area para utensilios e banheiro/vestiario instalações elétricas e de lógica instalações hidrossanitárias SPDA e SPCIP para a nova unidade escolar do CEJA José de Alencar no município de Lucas do Rio Verde - MT,340,4371,041/2015,27/04/2015,11/03/2018,1650000,2268350;
99,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE LUCAS DO RIO VERDE,LUCAS DO RIO VERDE,Construção de Escola Estadual padrão SEDUC/MT constituída de: 16 salas de aula sala de articulação biblioteca e laboratórios de física informática e química. espaços administrativos  diretoria secretaria coordenadoria sala de professores arquivo copa e sanitários. refeitório  cozinha com área de higienização cocção depósito de alimentos depósito de utensílios sanitários e serviços. quadra poliesportiva com vestiários feminino e masculino incluindo PCD F/M. instalações elétricas de baixa tensão posto de transformação SPDA  instalações hidrossanitárias e instalações combate a incêndio e pânico observando as normas vigentes de acessibilidade e segurança.,398,2217,1101-2017,07/08/2017,28/12/2018,8349235,350000;
100,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE LUCAS DO RIO VERDE,LUCAS DO RIO VERDE,Reforma e Ampliação da Quadra Poliesportiva da Escola Eça de Queiroz - Município Lucas do Rio Verde/MT.,398,2217,1193-2017,07/08/2017,18/07/2018,150000,8618;
101,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE NOVA BRASILÂNDIA,NOVA BRASILÂNDIA,Aquisição de 01 (um) Veículo tipo Micro-Ônibus Rural para Atender o Transporte Escolar do município de Nova Brasilândia-MT.,398,2231,0477-2017,16/08/2017,01/08/2018,200000,15000;
102,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE NOVA MUTUM,NOVA MUTUM,Realização dos Jogos Escolares da Juventude - Fase Regional 2017 no Município de Nova Mutum - MT.,398,2218,0547-2017,13/06/2017,31/12/2017,45000,22493;
103,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE NOVA OLÍMPIA,NOVA OLÍMPIA,Reforma da EMEB Cida Mozer com obras na cobertura forro piso pintura esquadrias e drenagem pluvial em locais indicados em projeto,398,2217,0991-2016,15/05/2017,02/05/2018,100000,2681;
104,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE NOVA OLÍMPIA,NOVA OLÍMPIA,Aquisição de 01 veiculo automotivo zero quilometro.,398,2217,0530-2017,17/10/2017,30/03/2018,50000,1000;
105,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE NOVA OLÍMPIA,NOVA OLÍMPIA,Reforma da EMEB Sagrado Coração de Jesus em Nova Olímpia.,398,2217,0529-2017,10/11/2017,31/12/2018,50000,33368;
106,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE NOVO MUNDO,NOVO MUNDO,Construção de Muro de divisa das escolas Alcides Ferreira Primo e Escola Inovação no municio de Novo Mundo,398,2217,0473-2016,28/06/2016,26/12/2017,195000,3419;
107,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE PARANAÍTA,PARANAITA,REFORMA DE UNIDADE ESCOLAR CONTEMPLANDO SERVIÇOS DE TROCA DE COBERTURA ESTRUTURA DO TELHADO PINTURA PISO ESQUADRIAS E CONSTRUÇÃO DE UM CONJUNTO DE BANHEIROS INSTALAÇÕES HIDRO SANITÁRIAS INSTALAÇÕES ELÉTRICAS E SISTEMA DE PROTEÇÃO CONTRA DESCARGA ATMOSFÉRICA TIPO GAIOLA DE FARADAY.,340,4371,104/2014,21/05/2014,29/12/2017,1168559,0;
108,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE PARANAÍTA,PARANAITA,-CONSTRUÇÃO DE QUADRA POLI-ESPORTIVA COBERTA NA ESCOLA ESTADUAL MARIO CORREA DA COSTA NO MUNICÍPIO DE PARANAÍTA MT COM ARQUIBANCADA DE 2 DEGRAUS NAS DUAS LATERAIS - DIMENSÃO DA QUADRA 24x32M JUNTAMENTE COM INSTALAÇÕES ELÉTRICAS.,340,4371,152/2015,17/12/2015,05/04/2018,515095,27110;
109,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE PEDRA PRETA,PEDRA PRETA,Construção da quadra poliesportiva coberta e arquibancada de 02 degraus nas duas laterais com dimensão de 24x32mna escola Ari Griesang localizada no Alto da Serra da Petrovina situada na Vila Garça Branca  onde funciona no período noturno uma extensão do ensino médio da E.E. Treze de Maio localizada no município de Pedra Preta.,340,4371,153/2015,17/12/2015,26/02/2018,526716,62841;
110,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE PONTES E LACERDA,PONTES E LACERDA,Aquisição de Equipamentos e Mobiliários para as Escolas Municipais de Pontes e Lacerda,398,2228,0457-2017,28/09/2017,31/12/2017,33000,3068;
112,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE PORTO DOS GAÚCHOS,PORTO DOS GAÚCHOS,Reforma - Pintura da Escola Municipal Gustavo Adolfo Wilke do município de Porto dos Gaúchos - Mato Grosso,398,2217,0813-2016,24/05/2017,31/12/2017,121668,18124;
113,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE PRIMAVERA DO LESTE,PRIMAVERA DO LESTE,Ampliação EMEF Nossa Senhora Aparecida Salas de aulas e Administração.,398,2217,0937-2016,01/07/2016,24/02/2018,706277,29428;
115,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE SANTA CARMEM,SANTA CARMEM,AQUISIÇÃO DE ÔNIBUS ESCOLAR,398,2231,0904-2017,05/09/2017,09/06/2018,240000,25000;
116,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE SANTA CRUZ DO XINGU,SANTA CRUZ DO XINGU,Reforma da Escola Estadual Santa Cruz no Município de Santa Cruz do Xingú - MT.,340,4371,175/2013,30/12/2013,05/12/2017,760084,0;
118,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE SÃO JOSÉ DO RIO CLARO,SÃO JOSÉ DO RIO CLARO,AQUISIÇÃO DE 01(UM) ÔNIBUS ESCOLAR,398,2231,0979-2017,30/10/2017,30/09/2018,350000,10500;
119,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE SAPEZAL,SAPEZAL,PROMOVER ATRAVÉS DA CLIMATIZAÇÃO DAS SALAS DE AULA DAS ESCOLAS E CRECHES MUNICIPAIS O AUMENTO DO RENDIMENTO E DESENVOLVIMENTO ESCOLAR.,398,2217,0409-2016,30/06/2016,30/11/2018,130000,13945;
120,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE SORRISO,SORRISO,Realização dos Jogos Escolares da Juventude 2017  Etapa Estadual  Modalidades Coletivas  Categoria B no Município de Sorriso-MT.,398,2218,0839-2017,14/07/2017,30/12/2017,60000,3600;
121,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE TANGARÁ DA SERRA,TANGARÁ DA SERRA,REFORMA GERAL E AMPLIAÇÃO DA ESCOLA ESTADUAL MINISTRO PETRÔNIO PORTELA EM TANGARÁ DA SERRA/MT.,340,4371,177/2013,30/12/2013,07/01/2018,865875,0;
122,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE TAPURAH,TAPURAH,Construção de Escola com dezesseis salas de aula para atender as necessidades deste Município de Tapurah-MT.,398,2217,1250-2016,29/12/2016,31/12/2017,3750988,156291;
123,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE TAPURAH,TAPURAH,Construção de Escola com dezesseis salas de aula.,398,2217,1357-2016,29/12/2016,31/12/2017,6146304,256096;
124,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE VÁRZEA GRANDE,VÁRZEA GRANDE,Construção de 01 (uma) Unidade Escolar Estadual Localizada na quadra 68 residencial São Simão com aproximadamente 4.00150 m²,398,2217,1353-2016,29/12/2016,31/12/2017,6146304,256096;
125,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE VÁRZEA GRANDE,VÁRZEA GRANDE,Construção de 01 (uma) Unidade Escolar Estadual Localizada na rua Jucelino Kubitschek no Bairro Parque Sábia com aproximadamente 4.00150 m²,398,2217,1354-2016,29/12/2016,31/12/2017,6146304,256096;
126,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE VÁRZEA GRANDE,VÁRZEA GRANDE,Construção de 01 (uma) Unidade Escolar Estadual Localizada na Rua F Bairro Souza Lima com aproximadamente 4.00150 m²,398,2217,1355-2016,29/12/2016,31/12/2017,6146304,256096;
127,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,PREFEITURA MUNICIPAL DE VILA BELA DA SANTÍSSIMA TRINDADE,VILA BELA DA SANTÍSSIMA TRINDADE,REFORMA DA ESCOLA MUNICIPAL PONTA DE ATERRO,398,2217,0231-2016,12/04/2016,26/12/2017,168235,7009;
128,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,SOCIEDADE HIPICA CUIABANA,CUIABÁ,Repasse de Recursos Financeiros para Pagamento de Despesas com Pessoal Habilitado a Desenvolver Programas na Equoterapia.,398,2220,0740-2017,05/09/2017,31/12/2018,300000,0;
