ID,UNIDADE,CONVENIADA,MUNICIPIO,PROGRAMA,AÇÃO,OBJETO,NUMERO,INI,FIM,VL.CONVENIO,VL.CONTRAPARTE;
67,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,PAGAMENTO DE 06 (SEIS) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL QUE ATENDEM 55 ALUNOS DA ESCOLA VIDA NOVA "APAE" DE PEIXOTO DE AZEVEDO.,340,4380,035/2015,26/05/2015,31/12/2015,72600,0;
68,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,PAGAMENTO DE 06 (SEIS) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL QUE ATENDEM 55 (CINQUENTA E CINCO) ALUNOS DA ESCOLA VIDA NOVA APAE DE PEIXOTO DE AZEVEDO.,398,2220,0161-2016,22/08/2016,31/12/2016,82500,0;
69,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE POCONÉ,POCONÉ,CELEBRAÇÃO DE CONVÊNIO PARA PAGAMENTO DE 10 PROFISSIONAIS DA EDUCAÇÃO PARA O ANO LETIVO DE 2015 NA ESCOLA ESPECIAL MUNDO ENCANTADO PARA TRABALHAR COM 93 PESSOAS ESPECIAIS,340,4380,011/2015,06/05/2015,31/12/2015,117480,0;
70,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE POCONÉ,POCONÉ,PAGAMENTO DE 11 (ONZE) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL NA APAE DE POCONÉ NO ANO DE 2016.,398,2220,0456-2016,09/06/2016,01/03/2017,135000,0;
71,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PONTES E LACERDA,PONTES E LACERDA,PAGAMENTO DE 09 (NOVE) PROFISSIONAIS QUE PRESTAM ATENDIMENTO EDUCACIONAL ESPECIALIZADO A 96 (NOVENTA E SEIS) ALUNOS DA ESCOLA ESPECIAL ESTRELA DOURADA - APAE DE PONTES E LACERDA - MT,340,4380,078/2015,04/09/2015,31/12/2015,126720,0;
72,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PONTES E LACERDA,PONTES E LACERDA,PAGAMENTO DE 09 (nove) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL DA APAE DE PONTES E LACERDA,398,2220,0015-2016,23/05/2016,31/12/2016,144000,0;
73,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PRIMAVERA DO LESTE,PRIMAVERA DO LESTE,Repasse de recursos financeiros para pagamento de profissionais no atendimento educacional de 115 (cento e quinze) alunos da Escola Especial Recanto do Carinho - APAE de Primavera do Leste - MT.,340,4380,008/2015,21/05/2015,31/12/2015,151800,0;
74,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PRIMAVERA DO LESTE,PRIMAVERA DO LESTE,REPASSE DE RECURSOS FINANCEIROS PARA PAGAMENTO DE PROFISSIONAIS NO ATENDIMENTO EDUCACIONAL DE 115 (CENTO E QUINZE) ALUNOS DA ESCOLA ESPECIAL RECANTO DO CARINHO - APAE DE PRIMAVERA DO LESTE - MT.,398,2220,0147-2016,28/06/2016,14/02/2017,172500,0;
75,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE RIBEIRÃO CASCALHEIRA,RIBEIRÃO CASCALHEIRA,Repasse de recursos financeiros para o pagamento de 04 (quatro) profissionais que atendem 40 (quarenta) alunos na Apae de Ribeirão Cascalheira.,340,4380,081/2015,07/08/2015,31/12/2015,52800,0;
76,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE RIBEIRÃO CASCALHEIRA,RIBEIRÃO CASCALHEIRA,PAGAMENTO DE PROFISSIONAIS DE EDUCAÇÃO ESPECIAL DA APAE DE RIBEIRÃO CASCALHEIRA.,398,2220,0786-2016,16/09/2016,28/02/2017,60000,0;
77,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE RONDONÓPOLIS,RONDONÓPOLIS,Pagamento de 08 (oito) profissionais para atendimento às pessoas com deficiência intelectual e múltipla.,340,4380,010/2015,07/05/2015,31/12/2015,176880,0;
78,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE RONDONÓPOLIS,RONDONÓPOLIS,Pagamento de 08 (oito) profissionais para atendimento a alunos com deficiência intelectual e múltipla na APAE de Rondonópolis.,398,2220,0094-2016,01/06/2016,31/12/2016,201000,0;
79,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ROSARIO OESTE,ROSÁRIO OESTE,Pagamento de 05 (cinco) profissionais que atendem 59 (cinquenta e nove) alunos matriculados na Escola Especial de Integração Gotinhas de Amor da APAE de Rosário Oeste.,340,4380,067/2015,26/06/2015,31/12/2015,77880,0;
80,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ROSARIO OESTE,ROSÁRIO OESTE,Reforma e ampliação da estrutura fisica da SEDE da APAE de Rosário Oeste.,340,4371,174/2015,30/12/2015,27/07/2016,203980,0;
81,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ROSARIO OESTE,ROSÁRIO OESTE,Pagamento de 05 (cinco) profissionais da Educação Especial que atendem 60 (sessenta) alunos na APAE de Rosário Oeste.,398,2220,0137-2016,01/06/2016,20/02/2017,90000,0;
82,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SAPEZAL,SAPEZAL,PAGAMENTO DE 04 (QUATRO) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL QUE ATENDEM ALUNOS COM DEFICIÊNCIAS NA APAE DE SAPEZAL - MT.,398,2220,0440-2016,22/08/2016,01/03/2017,60000,0;
83,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SINOP,SINOP,PAGAMENTO DE 10 (DEZ) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL QUE ATENDEM ALUNOS COM NECESSIDADES EDUCACIONAIS ESPECIAIS NA APAE DE SINOP.,340,4380,009/2015,13/05/2015,31/12/2015,167640,0;
84,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SINOP,SINOP,PAGAMENTO DE 10 (DEZ) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL QUE ATENDEM ALUNOS COM DEFICIÊNCIAS NA APAE DE SINOP.,398,2220,0075-2016,07/06/2016,31/12/2016,190500,0;
85,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SORRISO,SORRISO,REPASSE DE RECURSOS FINANCEIROS PARA PAGAMENTO DE 10 (DEZ) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL QUE ATENDEM A 91 (NOVENTA E UM) ALUNOS DA APAE DE SORRISO - MT.,340,4380,079/2015,10/06/2015,31/12/2015,120120,0;
86,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SORRISO,SORRISO,REPASSE DE RECURSOS FINANCEIROS PARA PAGAMENTO DE 21 (VINTE E UM) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL QUE ATENDEM 122 (CENTO E VINTE E DOIS) ALUNOS DA APAE DE SORRISO - MT.,398,2220,0131-2016,10/06/2016,01/03/2017,183000,0;
87,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE TANGARÁ DA SERRA,TANGARÁ DA SERRA,Repasse Financeiro para Pagamento de 13 (Treze) Profissionais que desenvolvem programas e/ ou projetos de Educação Especial para atenderem 215 (Duzentos e Quinze) alunos matriculados na Escola Especial Raio de Sol - APAE de Tangará da Serra.,340,4380,046/2015,07/05/2015,31/12/2015,283800,0;
88,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE TANGARÁ DA SERRA,TANGARÁ DA SERRA,Pagamento de 14 (quatorze) profissionais da Educação Especial para o atendimento de 215 (Duzentos e quinze) alunos matriculados na Escola Especial Raio de Sol - APAE de Tangará da Serra,398,2220,0134-2016,25/05/2016,31/12/2016,322500,0;
89,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE TAPURAH,TAPURAH,Mudanças precisam acontecer em benefício a Escola de Educação Especial.É preciso que a escola desenvolva trabalhos que resgatam a importância do bem estar das crianças com capacitação de qualidade para os educandos o recurso financeiro vindo do Governo estadual tem como meta o pagamento de oito professores possibilitando condições para a escola buscar professores qualificados.,340,4380,013/2015,08/07/2015,31/12/2015,33000,0;
90,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE TAPURAH,TAPURAH,Pagamento de 06 (seis) profissionais da Educação Especial que atuam na APAE de TAPURAH.,398,2220,0157-2016,06/09/2016,23/01/2017,45000,0;
91,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE VERA,VERA,Pagamento de 03 (três) profissionais da Educação Especial para atendimento a 25 (vinte e cinco) alunos da APAE de Vera.,340,4380,056/2015,01/07/2015,31/12/2015,33000,0;
92,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE VERA,VERA,Pagamento de 03 (três) profissionais da Educação Especial na APAE de Vera.,398,2220,0088-2016,30/06/2016,01/03/2017,33000,0;
93,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIACÃO DE PAIS E AMIGOS DOS EXCEPCIONAL DE PEDRA PRETA - CENTRO DE EDUCAÇÃO ESPECIAL RENASCER,PEDRA PRETA,Repasse de Recursos Financeiros para Pagamento de 05 (cinco) Profissionais da Educação Especial,340,4380,031/2015,08/05/2015,31/12/2015,59400,0;
94,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ASSOCIACÃO DE PAIS E AMIGOS DOS EXCEPCIONAL DE PEDRA PRETA - CENTRO DE EDUCAÇÃO ESPECIAL RENASCER,PEDRA PRETA,Pagamento de 05 (cinco ) profissionais que atendem alunos com deficiência intelectual e/ou múltipla no Centro de Educação Especial Renascer da APAE de Pedra Preta - MT.,398,2220,0143-2016,15/06/2016,23/12/2016,58500,0;
95,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ESCOLA ESPECIAL RENASCER DE TERRA NOVA DO NORTE,TERRA NOVA DO NORTE,Repasse de Recursos Financeiros para Pagamento de 05 ( cinco ) profissionais da Escola Especial Renascer - APAE para o ano letivo de 2015.,340,4380,007/2015,13/05/2015,31/12/2015,87120,0;
96,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,APAE - ESCOLA ESPECIAL RENASCER DE TERRA NOVA DO NORTE,TERRA NOVA DO NORTE,Repasse de Recurso Financeiro para pagamento de 04 ( quatro ) profissionais da Educação Especial da Escola Especial Renascer - APAE para o ano de 2016.,398,2220,0086-2016,18/05/2016,31/12/2016,99000,0;
97,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOC DE PAIS E AMIGOS DOS EXCEPCIONAIS DE DIAMANTINO,DIAMANTINO,CUSTEAR DESPESAS REFERENTE A PAGAMENTO DE SALÁRIO DE 04 PROFISSIONAIS QUE TRABALHAM NA ESCOLA ESPECIAL BEM VIVER DE DIAMANTINO.,340,4380,003/2015,18/05/2015,31/12/2015,39600,0;
98,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOC DE PAIS E AMIGOS DOS EXCEPCIONAIS DE DIAMANTINO,DIAMANTINO,PAGAMENTO DE 04 (QUATRO) PROFISSIONAIS DA ESCOLA ESPECIAL BEM VIVER DA APAE DE DIAMANTINO.,398,2220,0282-2016,30/06/2016,31/12/2016,60000,0;
99,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO BARRAGARCENSE DOS CEGOS,BARRA DO GARÇAS,Pagamento de 04 (quatro) profissionais da Educação Especial na Associação Barragarcense dos Cegos em Barra do Garças-MT.,340,4380,072/2015,18/06/2015,31/12/2015,48840,0;
100,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO BARRAGARCENSE DOS CEGOS,BARRA DO GARÇAS,Pagamento de 04 (quatro) profissionais da Educação Especial que atendem 37 (trinta e sete) alunos na Associação Barragarcense dos Cegos-ABC.,398,2220,0138-2016,14/09/2016,14/04/2017,55500,0;
101,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO CULTURAL CENA ONZE,CUIABÁ,O Programa promoverá ações de incentivo à arte e à leitura através de: apresentações de peças de teatro feiras de livros baratos. criação de pequenas bibliotecas livres e gratuitas em cidades vilas e comunidades rurais contadores de estória/história distribuição de livros sempre utilizando modernos métodos de comunicação e inter-relacionamentos humanos tendo a literatura o teatro a música e o audiovisual com meios de aproximação e comunicação. Objetivos OBJETIVO GERAL: - Formação de público leitor cidades de diferentes regiões do estado de Mato Grosso como projeto piloto com a implantação do projeto de incentivo à leitura INCLUSÃO LITERÁRIA TEATRO LEITURA E CIDADANIA. OJETIVOS ESPECIFICOS: - Promover programas de incentivo o acesso ao teatro e à leitura através de apresentações culturais em comunidades com grupos de teatro de música de contadores de estória/história e distribuição gratuita de livros sobre história de Mato Grosso e literatura geral - Auxiliar na implantação e montagem de bibliotecas comunitárias. - Promover venda de livros a baixo custo em feiras e praças públicas. - Estimular a formação de novos e definitivos leitores. - Valorizar o autor mato-grossense e brasileiro.,340,4370,136/2015,13/11/2015,31/03/2017,100000,0;
102,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO CULTURAL CENA ONZE,CUIABÁ,GERAL Proporcionar conhecimento e lazer aos estudantes da rede pública professores e às suas famílias estimulando o fazer-teatral através do ensino-aprendizagem e lazer tendo como foco principal a prevenção ao uso de drogas. ESPECÍFICOS o Realizar prevenção ao consumo de álcool e outras drogas pela juventude através do teatro. o Demonstrar os graves problemas oriundos do consumo de entorpecentes. o Discutir os conflitos familiares como uma das causas do uso de entorpecentes. o Alertar as famílias sobre os riscos do consumo de álcool. o Chamar a atenção da família sobre a necessidade de participar ativamente da educação dos filhos(as). o Realizar oficinas com temas sobre a necessidade de diálogos na família. o Proporcionar a alunos professores e familiares aprendizados e conivência através do teatro na Escola e na Comunidade. o Disseminar a pedagogia cênica como primordial para o bem fazer desta arte. o Oferecer oportunidades de conhecimento sobre o teatro. o Despertar os talentos cênicos dos atores-educandos. o Elaborar material teórico que complemente a prática teatral. o Proporcionar a realização de cursos e oficinas que compreenda estudo de: corpo voz expressão etc. de forma a estimular a conscientização do corpo enquanto instrumento de trabalho. o Propiciar a busca pelo aperfeiçoamento e reciclagem dentro da área teatral. o Fazer leituras de textos de teatro e ensaiar os textos. o Realizar apresentações de uma peça de teatro nas Escolas e/ou centros de convivências. o Constar as apresentações no Calendário Cultural da cidade.,340,4370,138/2015,13/11/2015,30/04/2016,59000,0;
103,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO DE APOIO AO PORTADOR DE DEFICIÊNCIA SENSORIAL - AAPDS,ALTA FLORESTA,O recurso financeiro será destinado para o pagamento de 5 (cinco) professores da instituição CEEDA - Centro Educacional Especializado em Deficiência Auditiva.,340,4380,022/2015,23/07/2015,31/12/2015,92400,0;
104,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO DE APOIO AO PORTADOR DE DEFICIÊNCIA SENSORIAL - AAPDS,ALTA FLORESTA,Pagamento para 05 (cinco) profissionais da educação especial do CEEDA-Centro Educacional Especializado em Deficiência Auditiva da ASSOCIAÇÃO DE APOIO AO PORTADOR DE DEFICIENCIA SENSORIAL-AAPDS de Alta Floresta.,398,2220,0232-2016,02/09/2016,01/03/2017,105000,0;
105,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE APIACAS,APIACÁS,Recursos destinados ao pagamento de 04 (quatro) profissionais da Educação Especial para o atendimento educacional de 31 (trinta e um) alunos da APAE DE APIACÁS.,340,4380,090/2015,21/09/2015,31/12/2015,40920,0;
106,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE APIACAS,APIACÁS,Recurso destinado ao pagamento de 04 (quatro) profissionais da Educação Especialpara o atendimento educacional de 31 (trinta e um) alunos da APAE de Apiacás-MT.,398,2220,0219-2016,02/12/2016,31/12/2016,46500,0;
107,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SAPEZAL,SAPEZAL,PAGAMENTO DE PROFISSIONAIS DA EDUCAÇÃO ESPECIAL QUE ATENDEM ALUNOS COM NECESSIDADES EDUCACIONAIS ESPECIAIS NA APAE DE SAPEZAL - MT.,340,4380,018/2015,12/05/2015,31/12/2015,39600,0;
108,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO DE TURISMO CULTURA E MEIO AMBIENTE - INTEGRAR,CUIABÁ,Realizar palestras sobre a vida e a obra do Mal. Candido Mariano da Silva Rondon em 4 localidades do estado de Mato Grosso.,340,4370,134/2015,13/11/2015,30/03/2016,30000,0;
109,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO DOS CADEIRANTES DE SORRISO,SORRISO,PAGAMENTO DE 03 (TRÊS) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL QUE ATENDEM 30 (TRINTA) CRIANÇAS E ADOLESCENTES NA ASSOCIAÇÃO DOS CADEIRANTES DE SORRISO-ACAS.,398,2220,0746-2016,06/09/2016,01/03/2017,45000,0;
110,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO ECOLÓGICA E CENTRO DE EQUOTERAPIA NATIVO,VÁRZEA GRANDE,Este convenio destina-se ao pagamento de 03 (três) profissionais que dão atendimento especializado para pessoas com deficiência na Associação Ecológica e Centro de Equoterapia Nativo.,340,4380,093/2015,03/07/2015,31/12/2015,39600,0;
111,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO ECOLÓGICA E CENTRO DE EQUOTERAPIA NATIVO,VÁRZEA GRANDE,Pagamento de 06 (seis) profissionais da Educação Especial que dão atendimento especializado para pessoas com deficiência na Associação Ecológica e Centro de Equoterapia Nativo de Várzea Grande.,398,2220,0065-2016,20/06/2016,31/12/2016,90000,0;
112,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO ESPÍRITA EURÍPEDES BARSANULFO,VÁRZEA GRANDE,Efetuar o pagamento de 10 (dez) profissionais da Educação Especial que dão atendimento educacional especializado a 40 (quarenta) alunos.,340,4380,073/2015,10/06/2015,31/12/2015,52800,0;
113,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO MATO-GROSSENSE DE EQUOTERAPIA E ESPORTE EQUESTRE - AME,CUIABÁ,O objeto deste convênio é a obtenção de recursos financeiros para o pagamento de 04 (quatro) profissionais que dão atendimento especializado a 40 (quarenta) alunos da AME - Associação Mato-Grossense de Equoterapia e Esporte Equestre de Cuiabá-MT.,340,4380,074/2015,05/08/2015,31/12/2015,52800,0;
114,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO MATOGROSSENSE DOS CEGOS,CUIABÁ,Repasse de Recursos financeiros para pagamento de 09 (nove) profissionais para atendimento de 192 (cento e noventa e dois) alunos da Educação Especial.,340,4380,038/2015,07/05/2015,31/12/2015,281160,0;
115,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO MATOGROSSENSE DOS CEGOS,CUIABÁ,Repasse de Recursos Financeiros para pagamento de Recursos Humanos da Educação Especial no atendimento de 213 (duzentos e treze) alunos,398,2220,0090-2016,25/05/2016,31/12/2016,319500,0;
116,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO PESTALOZZI DE ÁGUA BOA,ÁGUA BOA,Pagamento de 09 (nove) Profissionais da Educação Especial na Associação Pestalozzi de Água Boa - MT,340,4380,065/2015,16/06/2015,31/12/2015,134640,0;
117,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO PESTALOZZI DE ÁGUA BOA,ÁGUA BOA,Pagamento de 09 (nove) Profissionais da Educação Especial na Associação Pestalozzi de Água Boa-MT,398,2220,0037-2016,20/05/2016,31/12/2016,151500,0;
118,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO PESTALOZZI DE COTRIGUAÇU,COTRIGUAÇU,Pagamento de 03 (três) profissionais da Educação Especial para o atendimento de 30 (trinta) alunos na Associação Pestalozzi de Cotriguaçu.,340,4380,115/2015,16/10/2015,31/12/2015,39600,0;
119,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO PESTALOZZI DE COTRIGUAÇU,COTRIGUAÇU,Pagamento de 04 (quatro) profissionais da Educação Especial na Associação Pestalozzi de Cotriguaçu.,398,2220,0123-2016,01/09/2016,01/03/2017,52500,0;
120,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO PESTALOZZI DE CUIABA,CUIABÁ,PAGAMENTO DE 15 (QUINZE) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL DA ASSOCIAÇÃO PESTALOZZI DE CUIABÁ.,340,4380,051/2015,07/05/2015,31/12/2015,237600,0;
121,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO PESTALOZZI DE CUIABA,CUIABÁ,Pagamento de 16 (Dezesseis) profissionais da Educação Especial.,398,2220,0481-2016,07/06/2016,01/03/2017,264000,0;
122,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIACÃO PESTALOZZI DE DOM AQUINO,DOM AQUINO,Pagamento de 04 (quatro) profissionais do Atendimento Educacional Especializado na ASSOCIAÇÃO PESTALOZZI DE DOM AQUINO-MT.,340,4380,059/2015,26/06/2015,31/12/2015,89760,0;
123,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIACÃO PESTALOZZI DE DOM AQUINO,DOM AQUINO,Pagamento de 04 (quatro) profissionais da Educação Especial para Atendimento a 68 (sessenta e oito) alunos matriculados na ASSOCIAÇÃO PESTALOZZI DE DOM AQUINO.,398,2220,0374-2016,10/06/2016,14/04/2017,102000,0;
124,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO PESTALOZZI DE JACIARA,JACIARA,Pagamento de 07(sete) profissionais da Educação Especial.,340,4380,045/2015,25/05/2015,31/12/2015,76560,0;
125,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO PESTALOZZI DE JACIARA,JACIARA,PAGAMENTO DE 07 (SETE) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL NA ASSOCIAÇÃO PESTALOZZI DE JACIARA.,398,2220,0156-2016,24/08/2016,28/02/2017,87000,0;
126,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO PESTALOZZI DE JUARA,JUARA,OS RECURSOS DESTE CONVÊNIO DESTINAM-SE AO PAGAMENTO DE 05 (CINCO) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL QUE ATUAM NA ASSOCIAÇÃO PESTALOZZI DE JUARA-MT.,340,4380,036/2015,08/07/2015,18/03/2016,93720,0;
127,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO PESTALOZZI DE JUARA,JUARA,Pagamento de 05 (cinco) profissionais da Educação Especial que dão atendimento especializado a 52 (cinquenta e dois) alunos na Associação Pestalozzi de Juara.,398,2220,0758-2016,20/09/2016,01/03/2017,78000,0;
128,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO PESTALOZZI DE JUÍNA,JUINA,REPASSE DE RECURSOS FINANCEIROS PARA PAGAMENTO DE RECURSOS HUMANOS.,340,4380,014/2015,07/05/2015,31/12/2015,145200,0;
129,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO PESTALOZZI DE JUÍNA,JUINA,Pagamento de 12 (doze) profissionais da Educação Especial que atendem 110 (cento e dez) alunos da Associação Pestalozzi de Juina.,398,2220,0095-2016,20/05/2016,31/12/2016,165000,0;
130,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO PESTALOZZI DE VÁRZEA GRANDE,VÁRZEA GRANDE,PAGAMENTO DE 15 (QUINZE) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL.,340,4380,052/2015,18/05/2015,31/12/2015,151800,0;
131,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO PESTALOZZI DE VÁRZEA GRANDE,VÁRZEA GRANDE,PAGAMENTO DE 15 (QUINZE) PROFISSIONAIS DA EDUCAÇÃO ESPECIAL.,398,2220,0067-2016,16/06/2016,31/12/2016,172500,0;
132,SECRETARIA DE ESTADO DE EDUCAÇÃO - SEDUC,ASSOCIAÇÃO RONDONOPOLITANA DE DEFICIENTES VISUAIS - ARDV,RONDONÓPOLIS,Convênio Financeiro para pagamento de Recursos Humanos para atender 40 (quarenta) estudantes.,340,4380,028/2015,10/06/2015,31/12/2015,52800,0;
